id,verse,token,lemma,mood,number,NEG,RES,ACT,DUR,CONF,GNO,HAB,ITER,STAT,CON,TEL
643906,GAL 4.27,tarmei,tarmjan,imperative,singular,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
643908,GAL 4.27,hropei,hropjan,imperative,singular,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE
643957,GAL 4.30,uswairp,us-wairpan,imperative,singular,FALSE,TRUE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
643993,GAL 5.1,standaiþ,standan,optative,plural,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,TRUE,TRUE,FALSE
644000,GAL 5.1,usþulaiþ,us-þulan,optative/imperative,plural,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE,TRUE,NA,FALSE
644165,GAL 5.13,taujaiþ,taujan,optative,plural,TRUE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,NA
644171,GAL 5.13,skalkinoþ,skalkinon,optative/imperative,plural,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,FALSE,FALSE,TRUE,FALSE
644188,GAL 5.14,frijos,frijon,optative,singular,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,TRUE,FALSE,FALSE
644203,GAL 5.15,saiƕiþ,saiƕan,imperative,plural,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,NA,FALSE
644397,GAL 6.1,gaþwastjaiþ,ga-þwastjan,optative,plural,FALSE,TRUE,NA,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE,TRUE
644416,GAL 6.2,bairaiþ,bairan,optative,plural,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,FALSE,FALSE,TRUE,NA
644478,GAL 6.7,wairþaiþ,wairþan,optative,plural,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE,TRUE,NA,TRUE
645268,EPH 2.11,gamuneiþ,ga-munan,optative,plural,FALSE,FALSE,NA,FALSE,NA,TRUE,NA,FALSE,TRUE,TRUE,NA
645637,EPH 3.13,wairþaiþ,wairþan,optative,plural,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,TRUE,FALSE,TRUE
646152,EPH 4.25,rodjaiþ,rodjan,optative,plural,FALSE,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,NA
